Url,h1_count
https://terrifictravel.co.uk/book?type=flight&destination=Accra,0
https://terrifictravel.co.uk/book?type=flight&destination=Cape%20Town,0
https://terrifictravel.co.uk/book?type=flight&destination=Harare%20,0
https://terrifictravel.co.uk/book?type=flight&destination=Manila%20,0
